Accessibility,Ax Feature Keyboard,com.apple.Accessibility-Settings.extension?AX_FEATURE_KEYBOARD
Accessibility,Ax Feature Personalvoice,com.apple.Accessibility-Settings.extension?AX_FEATURE_PERSONALVOICE
Accessibility,Ax Feature Pointercontrol,com.apple.Accessibility-Settings.extension?AX_FEATURE_POINTERCONTROL
Accessibility,Ax Feature Reader,com.apple.Accessibility-Settings.extension?AX_FEATURE_READER
Accessibility,Ax Feature Shortcut,com.apple.Accessibility-Settings.extension?AX_FEATURE_SHORTCUT
Accessibility,Ax Feature Siri,com.apple.Accessibility-Settings.extension?AX_FEATURE_SIRI
Accessibility,Ax Feature Spokencontent,com.apple.Accessibility-Settings.extension?AX_FEATURE_SPOKENCONTENT
Accessibility,Ax Feature Zoom,com.apple.Accessibility-Settings.extension?AX_FEATURE_ZOOM
Accessibility,Ax Find Cursor,com.apple.Accessibility-Settings.extension?AX_FIND_CURSOR
Accessibility,Ax Fka Auto Hide Checkbox,com.apple.Accessibility-Settings.extension?AX_FKA_AUTO_HIDE_CHECKBOX
Accessibility,Ax Fka Color Pop Up,com.apple.Accessibility-Settings.extension?AX_FKA_COLOR_POP_UP
Accessibility,Ax Fka Commands Restore Defaults,com.apple.Accessibility-Settings.extension?AX_FKA_COMMANDS_RESTORE_DEFAULTS
Accessibility,Ax Fka Enable Checkbox,com.apple.Accessibility-Settings.extension?AX_FKA_ENABLE_CHECKBOX
Accessibility,Ax Fka High Contrast Checkbox,com.apple.Accessibility-Settings.extension?AX_FKA_HIGH_CONTRAST_CHECKBOX
Accessibility,Ax Fka Increase Size Checkbox,com.apple.Accessibility-Settings.extension?AX_FKA_INCREASE_SIZE_CHECKBOX
Accessibility,Ax Flash Screen,com.apple.Accessibility-Settings.extension?AX_FLASH_SCREEN
Accessibility,Ax Font Size,com.apple.Accessibility-Settings.extension?AX_FONT_SIZE
Accessibility,Ax Headphone Hold Duration,com.apple.Accessibility-Settings.extension?AX_HEADPHONE_HOLD_DURATION
Accessibility,Ax Headphone Noise Cancel,com.apple.Accessibility-Settings.extension?AX_HEADPHONE_NOISE_CANCEL
Accessibility,Ax Headphone Press Speed,com.apple.Accessibility-Settings.extension?AX_HEADPHONE_PRESS_SPEED
Accessibility,Ax Headphone Tone Volume,com.apple.Accessibility-Settings.extension?AX_HEADPHONE_TONE_VOLUME
Accessibility,Ax Head Mouse,com.apple.Accessibility-Settings.extension?AX_HEAD_MOUSE
Accessibility,Ax Head Mouse Button,com.apple.Accessibility-Settings.extension?AX_HEAD_MOUSE_BUTTON
Accessibility,Ax Head Mouse Mode,com.apple.Accessibility-Settings.extension?AX_HEAD_MOUSE_MODE
Accessibility,Ax Head Mouse Pause Resume,com.apple.Accessibility-Settings.extension?AX_HEAD_MOUSE_PAUSE_RESUME
Accessibility,Ax Head Mouse Recalibrate,com.apple.Accessibility-Settings.extension?AX_HEAD_MOUSE_RECALIBRATE
Accessibility,Ax Head Mouse Sensitivity,com.apple.Accessibility-Settings.extension?AX_HEAD_MOUSE_SENSITIVITY
Accessibility,Ax Head Mouse Tolerance,com.apple.Accessibility-Settings.extension?AX_HEAD_MOUSE_TOLERANCE
Accessibility,Ax Home Panel Dwell Actions,com.apple.Accessibility-Settings.extension?AX_HOME_PANEL_DWELL_ACTIONS
Accessibility,Ax Hover Text Activation Lock Mode,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_ACTIVATION_LOCK_MODE
Accessibility,Ax Hover Text Bg Color,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_BG_COLOR
Accessibility,Ax Hover Text Border Color,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_BORDER_COLOR
Accessibility,Ax Hover Text Element Color,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_ELEMENT_COLOR
Accessibility,Ax Hover Text Enable,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_ENABLE
Accessibility,Ax Hover Text Fg Color,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_FG_COLOR
Accessibility,Ax Hover Text Font Family,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_FONT_FAMILY
Accessibility,Ax Hover Text Font Size,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_FONT_SIZE
Accessibility,Ax Hover Text Modifier,com.apple.Accessibility-Settings.extension?AX_HOVER_TEXT_MODIFIER
